Domaine;Domein;Année;Code catégorie;Catégorie principale;Hoofdcategorie;Total global;Total commune;Total Région
PE délivrés;MV afgeleverd;2016;137;Sucre, chocolat, praline, bonbons;Suiker, pralines, chocolade, snoep;1;0;1
PE délivrés;MV afgeleverd;2016;27;Amiante;Asbest;0;0;0
PE délivrés;MV afgeleverd;2016;41;Compostage/ Biométhanisation;Composteren/ Biomethaniseren;0;0;0
PE délivrés;MV afgeleverd;2016;43;Cuisson d’argile et de plâtre;Klei-, pleisterbakken;0;0;0
PE délivrés;MV afgeleverd;2016;46;Déchets dangereux  (traitement);Gevaarlijke afvalstoffen (opslag);0;0;0
PE délivrés;MV afgeleverd;2016;46;Traitement déchets dangereux;Gevaarlijke  afvalstoffen (behandeling);0;0;0
PE délivrés;MV afgeleverd;2016;72;Réservoirs;Gasreservoirs;0;0;0
PE délivrés;MV afgeleverd;2016;93;Plastic;Plastiek;0;0;0
PE délivrés;MV afgeleverd;2016;94;Plastic;Plastiek;0;0;0
PE délivrés;MV afgeleverd;2016;138;Cabine de peinture, carosserie, vernis;Spuitcabine, verfcabine, carrosserie, vernis;0;0;0
PE délivrés;MV afgeleverd;2016;148;Cabine haute tension, cabine électrique;Hoogspanningscabines;0;0;0
PE délivrés;MV afgeleverd;2016;170;Moteurs;Motoren;0;0;0
PE délivrés;MV afgeleverd;2016;225;Bouteilles, bonbonnes, réservoirs;Gassen (vaste recipiënten);0;0;0
PE délivrés;MV afgeleverd;2015;27;Chantier (Décontamination de l'amiante);Werven (Asbestsanering);136;0;136
PE délivrés;MV afgeleverd;2015;129;Produits pharmaceutiques (dépôts);Farmaceutische producten (opslagplaatsen);7;2;5
PE délivrés;MV afgeleverd;2015;38;Combustibles solides (dépôts);Vaste brandstoffen (opslagplaat-sen);1;0;1
PE délivrés;MV afgeleverd;2015;77;Graisses, cires (dépôts);Vetten, was (opslagplaatsen);1;0;1
PE délivrés;MV afgeleverd;2015;14;Piscines;Zwembaden;0;0;0
PE délivrés;MV afgeleverd;2015;20;Bois traitement;Houtbehandeling;0;0;0
PE délivrés;MV afgeleverd;2015;45;Liquides inflammables;Vloeistoffen, ontvlambare / ontvlambaar;0;0;0
PE délivrés;MV afgeleverd;2015;56;Infiltration, STEP;Rietvelden, infiltratie, sterfputten;0;0;0
PE délivrés;MV afgeleverd;2015;93;Plastic;Plastiek;0;0;0
PE délivrés;MV afgeleverd;2014;33;Citernes (nettoyage);Tanken (schoonmaak);1;0;1
PE délivrés;MV afgeleverd;2014;91;Marbre;Marmer;1;0;1
PE délivrés;MV afgeleverd;2014;62;Permanent, puits;Permanente, waterput;0;0;0
PE délivrés;MV afgeleverd;2014;106;Abats, anciennes denrées alimentaires, peaux, fourrure, laine;Slachtafval, voormalige voedingsmiddelen, huiden, pelzen, wol;0;0;0
PE délivrés;MV afgeleverd;2014;111;Peaux ( dépots de);Huiden (opslagplaat-sen);0;0;0
PE délivrés;MV afgeleverd;2014;165;Construction métallique, voitures;Metaalverwerkende nijverheid, wagens;0;0;0
PE délivrés;MV afgeleverd;2021;146;Tirs;Schietstanden;2;0;2
PE délivrés;MV afgeleverd;2021;135;Spectacles;Schouwspelen;2;1;1
PE délivrés;MV afgeleverd;2021;45;Déchets dangereux solides;Vaste gevaarlijke afvalstoffen;0;0;0
PE délivrés;MV afgeleverd;2021;48;Traitement mécanique déchets non dangereux;Ongevaarlijke afvalstoffen (mechanische bewerking);0;0;0
PE délivrés;MV afgeleverd;2021;98;Métaux (traitement thermique);Metalen (thermische bewerking);0;0;0
PE délivrés;MV afgeleverd;2020;106;Os, sous-produits animaux;Beenderen, dierlijke bijproducten;6;5;1
PE délivrés;MV afgeleverd;2021;124;Produits minéraux (dépôts fermés);Minerale producten (overdekte opslagplaatsen);0;0;0
PE délivrés;MV afgeleverd;2019;132;Réfrigération (installation de);Koeling (inrichtingen);76;15;61
PE délivrés;MV afgeleverd;2020;55;Electricité, pompes;Elektriciteit, pompen;9;0;9
PE délivrés;MV afgeleverd;2019;72;Gaz (réservoirs fixes);Gas (vaste recipiënten);22;2;20
PE délivrés;MV afgeleverd;2020;19;Bois;Hout;3;0;3
PE délivrés;MV afgeleverd;2019;45;Liquides inflammables;Vloeistoffen, ontvlambare / ontvlambaar;0;0;0
PE délivrés;MV afgeleverd;2020;69;Gaz (butane-propane);Gas (butaan-propaan);1;0;1
PE délivrés;MV afgeleverd;2018;132;Refroidissement (installations de);Koeling (inrichtingen);13;2;11
PE délivrés;MV afgeleverd;2020;122;Produits d'origine végétale (dépôts de);Producten van plantaardige oorsprong (opslagplaat);1;0;1
PE délivrés;MV afgeleverd;2018;45;DEEE;AEEA;0;0;0
PE délivrés;MV afgeleverd;2020;45;Déchets dangereux solides;Vaste gevaarlijke afvalstoffen;0;0;0
PE délivrés;MV afgeleverd;2018;109;Papier;Papier;0;0;0
PE délivrés;MV afgeleverd;2020;62;Forage, géothermie;Boring, geothermie;0;0;0
PE délivrés;MV afgeleverd;2018;224;Garages, parkings;Garages, parkings;0;0;0
PE délivrés;MV afgeleverd;2020;74;Bouteilles, bonbonnes;Gasflessen, spuitbus;0;0;0
PE délivrés;MV afgeleverd;2017;140;Tabac (fabrication);Tabak (productie);1;0;1
PE délivrés;MV afgeleverd;2020;82;Industrie graphique, sérigraphie;Grafische industrie, zeefdruk;0;0;0
PE délivrés;MV afgeleverd;2017;46;Déchets dangereux  (traitement);Gevaarlijke afvalstoffen (opslag);0;0;0
PE délivrés;MV afgeleverd;2020;106;Déchets de cuisine et de table, huiles et graisses de friture usagées, abats, anciennes denrées alimentaires, peaux, fourrure, laine, cadavres;Keukenafval en etensresten, gebruikte frituurolie en -vetten, slachtafval, voormalige voedingsmiddelen, huiden, pelzen, wol, kadavers;0;0;0
PE délivrés;MV afgeleverd;2017;59;Feu d'artifices, airbags;Vuurwerken, airbags;0;0;0
PE délivrés;MV afgeleverd;2019;45;DEEE;AEEA;1;0;1
PE délivrés;MV afgeleverd;2016;74;Gaz (récipients mobiles);Gas (verplaatsbare recipiënten);18;3;15
PE délivrés;MV afgeleverd;2019;108;Archives;Archieven;0;0;0
PE délivrés;MV afgeleverd;2019;112;Produits phytopharmaceutiques;Gewasbeschermingsmiddelen;0;0;0
PE délivrés;MV afgeleverd;2016;224;Garages, parkings;Garages, parkings;0;0;0
PE délivrés;MV afgeleverd;2019;119;Traiteurs;Traiteurs;0;0;0
PE délivrés;MV afgeleverd;2015;51;Collecte déchets, parc à conteneur;Inzameling afvalstoffen, containerpark;0;0;0
PE délivrés;MV afgeleverd;2018;23;Boulangeries patisseries, patissier, alimentaire, pains, tartes;Bakkerijen, patisserie, voeding, taarten, brood;6;6;0
PE délivrés;MV afgeleverd;2015;112;Produits phytopharmaceutiques;Gewasbeschermingsmiddelen;0;0;0
PE délivrés;MV afgeleverd;2018;56;Epuration (Stations d’);Zuivering (stations);4;0;4
PE délivrés;MV afgeleverd;2018;105;Nettoyage à sec;Droogkuis;4;0;4
PE délivrés;MV afgeleverd;2015;146;Tirs;Schietstanden;0;0;0
PE délivrés;MV afgeleverd;2018;40;Combustion, chaudières, gaz, mazout, charbon, bois, vapeur, générateurs, thermoblocs, aerothermes, cogen, brûleurs;Verbranding, verwarmingsinstallaties, verwarmingsketels,  gas, mazout, stookolie, steenkool, hout, stoom, generatoren, thermoblok, aerothermen, heteluchtverwarmers, WKK, cogeneratie;2;2;0
PE délivrés;MV afgeleverd;2015;214;Déchets  dangereux (dépôts);Gevaarlijke afvalstoffen (opslagplaatsen);0;0;0
PE délivrés;MV afgeleverd;2018;131;Puits perdus;Zinkputten;1;0;1
PE délivrés;MV afgeleverd;2014;106;Os, déchets d'origine animale (dépôts);Beenderen, afvalstoffen van dierlijke oorsprong  (opslagplaatsen);2;1;1
PE délivrés;MV afgeleverd;2018;68;Garages, parkings;Garages, parkings;0;0;0
PE délivrés;MV afgeleverd;2014;150;Véhicules neufs (dépôts);Nieuwe voertuigen (opslagplaat-sen);1;0;1
PE délivrés;MV afgeleverd;2023;44;Déchetteries, parc, container, centre de tri;Afvalstoffen (Sorteercentra);4;1;3
PE délivrés;MV afgeleverd;2023;88;Liquides inflammables;Ontvlambare vloeistoffen;2;0;2
PE délivrés;MV afgeleverd;2023;28;Polystyrène;Polystyreen;2;2;0
PE délivrés;MV afgeleverd;2023;98;Métaux (traitement thermique);Metalen (thermische bewerking);1;0;1
PE délivrés;MV afgeleverd;2023;120;Produits minéraux;Minerale producten;1;0;1
PE délivrés;MV afgeleverd;2022;64;Fours;Ovens;16;1;15
PE délivrés;MV afgeleverd;2022;68;Garages (couverts);Garages (overdekte);14;5;9
PE délivrés;MV afgeleverd;2022;74;Gaz (récipients mobiles);Gas (verplaatsbare recipiënten);3;0;3
PE délivrés;MV afgeleverd;2022;142;Textile, tissus, vêtements,;Textiel, stoffen, kleren;3;1;2
PE délivrés;MV afgeleverd;2021;104;Moteurs;Motoren;17;1;16
PE délivrés;MV afgeleverd;2022;82;Imprimerie;Drukkerijen;1;0;1
PE délivrés;MV afgeleverd;2021;101;Métaux (travail des);Metalen (bewerking);3;0;3
PE délivrés;MV afgeleverd;2021;152;Véhicules (Stationnement);Voertuigen (parkeren);11;1;10
PE délivrés;MV afgeleverd;2021;45;Déchets dangereux et non dangereux autres qu'inertes;Gevaarlijke en niet inerte afvalstoffen;2;0;2
PE délivrés;MV afgeleverd;2021;14;Piscines;Zwembaden;3;0;3
PE délivrés;MV afgeleverd;2021;13;Automobiles (réparation);Auto's (herstellingen);2;1;1
PE délivrés;MV afgeleverd;2021;22;Boues, terres excavées (traitement);Slib, uitgegraven grond (verwerking);1;1;0
PE délivrés;MV afgeleverd;2021;94;Matières synthétiques (dépôts);Kunststof (opslagplaatsen);1;0;1
PE délivrés;MV afgeleverd;2021;49;Déchets non dangereux;Niet gevaarlijke afvalstoffen;0;0;0
PE délivrés;MV afgeleverd;2021;90;Magasins;Winkels;0;0;0
PE délivrés;MV afgeleverd;2021;106;Déchets de cuisine et de table, huiles et graisses de friture usagées, abats, anciennes denrées alimentaires, peaux, fourrure, laine, cadavres;Keukenafval en etensresten, gebruikte frituurolie en -vetten, slachtafval, voormalige voedingsmiddelen, huiden, pelzen, wol, kadavers;0;0;0
PE délivrés;MV afgeleverd;2020;67;Morgues;Funeraria;0;0;0
PE délivrés;MV afgeleverd;2021;151;Stationnement (véhicules);Parkeren (voertuigen);0;0;0
PE délivrés;MV afgeleverd;2019;40;Combustion, chaudières, gaz, mazout, charbon, bois, vapeur, générateurs, thermoblocs, aerothermes, cogen, brûleurs;Verbranding, verwarmingsinstallaties, verwarmingsketels,  gas, mazout, stookolie, steenkool, hout, stoom, generatoren, thermoblok, aerothermen, heteluchtverwarmers, WKK, cogeneratie;51;11;40
PE délivrés;MV afgeleverd;2020;25;Blanchisseries, buanderies, wasserettes, linge, nettoyages, lavages, laverie;Wasserijen, wasserettes, wasgoed, wassalon, reiniging, wassen;4;4;0
PE délivrés;MV afgeleverd;2019;25;Buanderies;Wasserijen;3;1;2
PE délivrés;MV afgeleverd;2020;123;Produits minéraux (dépôts à ciel ouvert);Minerale producten (openluchtop-slagplaatsen);3;0;3
PE délivrés;MV afgeleverd;2019;138;Cabine de peinture, carosserie, vernis;Spuitcabine, verfcabine, carrosserie, vernis;0;0;0
PE délivrés;MV afgeleverd;2020;114;Photo (développement);Foto (ontwikkeling);1;0;1
PE délivrés;MV afgeleverd;2018;85;Laboratoires;Laboratoria;8;0;8
PE délivrés;MV afgeleverd;2018;19;Bois (dépôts);Hout (opslagplaat-sen);5;1;4
PE délivrés;MV afgeleverd;2020;30;Chaussures, cordonniers, cordonneries, cuir;Schoenen, schoenmakers, leer;0;0;0
PE délivrés;MV afgeleverd;2018;106;Os, sous-produits animaux;Beenderen, dierlijke bijproducten;0;0;0
PE délivrés;MV afgeleverd;2020;45;Liquides inflammables;Vloeistoffen, ontvlambare / ontvlambaar;0;0;0
PE délivrés;MV afgeleverd;2018;151;Véhicules seconde main, showroom, garage;Showroom, tweedehandswagens, garage;0;0;0
PE délivrés;MV afgeleverd;2017;56;Epuration (Stations d’);Zuivering (stations);6;1;5
PE délivrés;MV afgeleverd;2020;78;Fabrique, Savon;Zeepfabrieken;0;0;0
PE délivrés;MV afgeleverd;2017;45;Déchets dangereux solides;Vaste gevaarlijke afvalstoffen;0;0;0
PE délivrés;MV afgeleverd;2020;105;Nettoyage à sec;Droogkuis;0;0;0
PE délivrés;MV afgeleverd;2017;55;Electricité, moulin à vent;Windmolens, windturbine, elektriciteit;0;0;0
PE délivrés;MV afgeleverd;2019;117;Poisson, magasins, conserves;Vis, viswinkel;2;0;2
PE délivrés;MV afgeleverd;2017;106;Déchets de cuisine et de table, huiles et graisses de friture usagées, abats, anciennes denrées alimentaires, peaux, fourrure, laine, cadavres;Keukenafval en etensresten, gebruikte frituurolie en -vetten, slachtafval, voormalige voedingsmiddelen, huiden, pelzen, wol, kadavers;0;0;0
PE délivrés;MV afgeleverd;2019;13;Automobiles, réparations, voitures, véhicules, carrosseries, garages;Automobielen, herstellingen, reparaties, voertuigen, carrosserie, garage;0;0;0
PE délivrés;MV afgeleverd;2016;135;Spectacles, Salle polyvalente;Schouwspelen, polyvalente zaal;0;0;0
PE délivrés;MV afgeleverd;2015;14;Piscines, thermes, jacuzzi;Zwembaden, thermen, jacuzzi;3;3;0
PE délivrés;MV afgeleverd;2018;71;Gaz (traitement physique);Gas (fysische verwerking);38;5;33
PE délivrés;MV afgeleverd;2015;102;Métaux, fonderies;Metaal, gieterijen;0;0;0
PE délivrés;MV afgeleverd;2018;233;Véhicules (stationnement);Voertuigen (parkeren);6;0;6
PE délivrés;MV afgeleverd;2024;44;Déchetteries, parc, container, centre de tri;Afvalpark, containerpark, sorteercentrum;3;0;3
PE délivrés;MV afgeleverd;2024;45;Déchets dangereux;Gevaarlijke afvalstoffen;3;0;3
PE délivrés;MV afgeleverd;2024;19;Bois (dépôts);Hout (opslagplaat-sen);1;0;1
PE délivrés;MV afgeleverd;2023;55;Electricité;Elektriciteit;8;1;7
PE délivrés;MV afgeleverd;2023;23;Boulangeries patisseries, patissier, alimentaire, pains, tartes;Bakkerijen, patisserie, voeding, taarten, brood;6;4;2
PE délivrés;MV afgeleverd;2023;127;Produits  d'origine animale;Producten van dierlijke oorsprong;2;2;0
PE délivrés;MV afgeleverd;2023;71;Gaz (traitement physique);Gas (fysische verwerking);1;0;1
PE délivrés;MV afgeleverd;2022;55;Electricité, pompes;Elektriciteit, pompen;4;0;4
PE délivrés;MV afgeleverd;2022;152;Véhicules (Stationnement);Voertuigen (parkeren);4;0;4
PE délivrés;MV afgeleverd;2022;82;Industrie graphique, sérigraphie;Grafische industrie, zeefdruk;1;0;1
PE délivrés;MV afgeleverd;2022;73;Digesteur, réacteur, fermentation;Vergister, bioreactor, fermentatie;0;0;0
PE délivrés;MV afgeleverd;2022;110;Peaux;Huiden;0;0;0
PE délivrés;MV afgeleverd;2022;124;Produits minéraux (dépôts fermés);Minerale producten (overdekte opslagplaatsen);0;0;0
PE délivrés;MV afgeleverd;2021;68;Garages, parkings;Garages, parkings;127;48;79
PE délivrés;MV afgeleverd;2021;71;Gaz;Gas;44;7;37
PE délivrés;MV afgeleverd;2021;153;Ventilation;Ventilatie;16;0;16
PE délivrés;MV afgeleverd;2021;62;Forage, captage, pompage, puits;Grondwaterbemaling, boringen, oppompen, put;13;1;12
PE délivrés;MV afgeleverd;2021;85;Laboratoires;Laboratoria;11;0;11
PE délivrés;MV afgeleverd;2021;88;Liquides inflammables;Ontvlambare vloeistoffen;7;1;6
PE délivrés;MV afgeleverd;2021;59;Feu d'artifices, airbags;Vuurwerken, airbags;4;0;4
PE délivrés;MV afgeleverd;2021;122;Fruits, légumes, grossistes;Gevaarlijke producten (opslagplaatsen);4;1;3
PE délivrés;MV afgeleverd;2021;56;Epuration (Stations d’);Zuivering (stations);1;0;1
PE délivrés;MV afgeleverd;2021;119;Traiteurs;Vis, viswinkel;1;0;1
PE délivrés;MV afgeleverd;2021;126;Médicaments, produits de beauté;Schoonheidsproducten, medicamenten, geneesmiddelen;1;0;1
PE délivrés;MV afgeleverd;2021;108;Papier (dépôts);Papier (opslagplaat-sen);0;0;0
PE délivrés;MV afgeleverd;2021;155;Vernis, laques, peintures, colles, pigments et émaux, émaille;Vernis, lak, verf, lijmen, pigmenten en emaille;0;0;0
PE délivrés;MV afgeleverd;2020;71;Gaz;Gas;20;1;19
PE délivrés;MV afgeleverd;2020;71;Gaz (traitement physique);Gas (fysische verwerking);14;3;11
PE délivrés;MV afgeleverd;2020;147;Café;Koffiebranderij;3;2;1
PE délivrés;MV afgeleverd;2020;101;Métaux, tours;Metaaldraaibank;2;1;1
PE délivrés;MV afgeleverd;2020;45;DEEE (dépôt);AEEA (opslag);1;1;0
PE délivrés;MV afgeleverd;2020;33;Citernes (nettoyage);Tanken (schoonmaak);0;0;0
PE délivrés;MV afgeleverd;2020;46;Déchets dangereux;Gevaarlijke afvalstoffen;0;0;0
PE délivrés;MV afgeleverd;2020;106;Abats, anciennes denrées alimentaires, peaux, fourrure, laine;Slachtafval, voormalige voedingsmiddelen, huiden, pelzen, wol;0;0;0
PE délivrés;MV afgeleverd;2020;106;Os, déchets d'origine animale (dépôts);Beenderen, afvalstoffen van dierlijke oorsprong  (opslagplaatsen);0;0;0
PE délivrés;MV afgeleverd;2020;155;Vernis, laques, peintures, colles, pigments et émaux, émaille;Vernis, lak, verf, lijmen, pigmenten en emaille;0;0;0
PE délivrés;MV afgeleverd;2019;132;Refroidissement (installations de);Koeling (inrichtingen);6;0;6
PE délivrés;MV afgeleverd;2019;70;Gaz;Gas;2;0;2
PE délivrés;MV afgeleverd;2019;124;Produits minéraux (dépôts fermés);Minerale producten (overdekte opslagplaatsen);2;1;1
PE délivrés;MV afgeleverd;2019;16;Béton, fabrication, sol;Productie, vloer;1;0;1
PE délivrés;MV afgeleverd;2019;101;Métaux, tours;Metaaldraaibank;1;0;1
PE délivrés;MV afgeleverd;2019;45;Déchets dangereux solides;Vaste gevaarlijke afvalstoffen;0;0;0
PE délivrés;MV afgeleverd;2019;90;Magasins, supermarchés;Winkels, supermarkten;0;0;0
PE délivrés;MV afgeleverd;2019;123;Produits minéraux;Minerale producten;0;0;0
PE délivrés;MV afgeleverd;2019;126;Médicaments, produits de beauté;Schoonheidsproducten, medicamenten, geneesmiddelen;0;0;0
PE délivrés;MV afgeleverd;2019;173;Produits dangereux;Gevaarlijke producten;0;0;0
PE délivrés;MV afgeleverd;2018;88;Liquides inflammables (dépôts);Ontvlambare vloeistoffen (opslagplaatsen);105;36;69
PE délivrés;MV afgeleverd;2018;27;Chantier (Décontamination de l'amiante);Werven (Asbestsanering);96;0;96
PE délivrés;MV afgeleverd;2018;82;Imprimerie;Drukkerijen;4;0;4
PE délivrés;MV afgeleverd;2018;46;Déchets dangereux;Gevaarlijke afvalstoffen;0;0;0
PE délivrés;MV afgeleverd;2018;82;Industrie graphique, sérigraphie, photocopieuses;Grafische industrie, zeefdruk, fotokopieermachine;0;0;0
PE délivrés;MV afgeleverd;2018;97;Métaux (traitement chimique);Metalen (chemische bewerking);0;0;0
PE délivrés;MV afgeleverd;2018;102;Métaux, fonderies;Metaal, gieterijen;0;0;0
PE délivrés;MV afgeleverd;2018;123;Produits minéraux;Minerale producten;0;0;0
PE délivrés;MV afgeleverd;2018;165;Construction métallique, voitures;Metaalverwerkende nijverheid, wagens;0;0;0
PE délivrés;MV afgeleverd;2017;162;Antennes;Antennes;145;0;145
PE délivrés;MV afgeleverd;2023;132;Réfrigération (installation de);Koeling (inrichtingen);16;2;14
PE délivrés;MV afgeleverd;2017;68;Garages (couverts);Garages (overdekte);114;33;81
PE délivrés;MV afgeleverd;2023;22;Boues, terres excavées;Slib, uitgegraven grond;4;0;4
PE délivrés;MV afgeleverd;2017;88;Liquides inflammables (dépôts);Ontvlambare vloeistoffen (opslagplaatsen);98;37;61
PE délivrés;MV afgeleverd;2022;151;Véhicules seconde main, showroom, garage;Showroom, tweedehandswagens, garage;2;1;1
PE délivrés;MV afgeleverd;2017;224;Garages;Garages;18;0;18
PE délivrés;MV afgeleverd;2021;40;Combustion, chaudières, gaz, mazout, charbon, bois, vapeur, générateurs, thermoblocs, aerothermes, cogen, brûleurs;Verbranding, verwarmingsinstallaties, verwarmingsketels,  gas, mazout, stookolie, steenkool, hout, stoom, generatoren, thermoblok, aerothermen, heteluchtverwarmers, WKK, cogeneratie;145;43;102
PE délivrés;MV afgeleverd;2017;25;Buanderies;Wasserijen;11;7;4
PE délivrés;MV afgeleverd;2021;101;Métaux, tours;Metaaldraaibank;14;4;10
PE délivrés;MV afgeleverd;2017;151;Véhicules usagés (dépôts);Tweedehandswagens (opslagplaatsen);4;3;1
PE délivrés;MV afgeleverd;2021;100;Métaux;Metaal;5;0;5
PE délivrés;MV afgeleverd;2017;143;Textile, tissus, vêtements,;Textiel, stoffen, kleren;3;1;2
PE délivrés;MV afgeleverd;2021;123;Produits minéraux (dépôts à ciel ouvert);Minerale producten (openluchtop-slagplaatsen);3;0;3
PE délivrés;MV afgeleverd;2017;105;Nettoyage à sec;Droogkuis;2;0;2
PE délivrés;MV afgeleverd;2021;23;Boulangeries patisseries, patissier, alimentaire, pains, tartes;Bakkerijen, patisserie, voeding, taarten, brood;2;2;0
PE délivrés;MV afgeleverd;2017;133;Ruchers;Bijenkorven;2;0;2
PE délivrés;MV afgeleverd;2021;80;Huiles résiduaires (dépôts);Afvaloliën  (opslagplaatsen);2;0;2
PE délivrés;MV afgeleverd;2017;96;Matières végétales ou animales;Plantaardige of dierlijke stoffen;1;0;1
PE délivrés;MV afgeleverd;2021;93;Plastic;Plastiek;2;2;0
PE délivrés;MV afgeleverd;2017;15;Béton;Beton;0;0;0
PE délivrés;MV afgeleverd;2021;221;STEP;Waterzuivering;0;0;0
PE délivrés;MV afgeleverd;2017;44;Déchetteries, parc, container, centre de tri;Afvalpark, containerpark, sorteercentrum;0;0;0
PE délivrés;MV afgeleverd;2020;27;Amiante;Asbest;90;0;90
PE délivrés;MV afgeleverd;2017;45;Liquides, huiles usagées;Vloeistoffen, afvalolie;0;0;0
PE délivrés;MV afgeleverd;2020;40;Combustion (installations de);Verbranding (inrichtingen);48;7;41
PE délivrés;MV afgeleverd;2017;49;Déchets non dangereux;Niet gevaarlijke afvalstoffen;0;0;0
PE délivrés;MV afgeleverd;2020;135;Spectacles, Salle polyvalente;Schouwspelen, polyvalente zaal;11;4;7
PE délivrés;MV afgeleverd;2017;74;Gaz, bonbonnes;Gaz, spuitbus;0;0;0
PE délivrés;MV afgeleverd;2020;62;Permanent, puits;Permanente, waterput;5;2;3
PE délivrés;MV afgeleverd;2017;151;Stationnement (véhicules);Parkeren (voertuigen);0;0;0
PE délivrés;MV afgeleverd;2020;23;Boulangeries patisseries, patissier, alimentaire, pains, tartes;Bakkerijen, patisserie, voeding, taarten, brood;4;3;1
PE délivrés;MV afgeleverd;2016;106;Os, déchets d'origine animale (dépôts);Beenderen, afvalstoffen van dierlijke oorsprong  (opslagplaatsen);7;3;4
PE délivrés;MV afgeleverd;2020;14;Piscines;Zwembaden;2;0;2
PE délivrés;MV afgeleverd;2016;90;Magasins;Winkels;3;1;2
PE délivrés;MV afgeleverd;2020;18;Bois (travail);Hout (bewerking);2;0;2
PE délivrés;MV afgeleverd;2016;78;Fabrique, Savon;Zeepfabrieken;0;0;0
PE délivrés;MV afgeleverd;2020;90;Magasins, supermarchés;Winkels, supermarkten;2;0;2
PE délivrés;MV afgeleverd;2016;109;Papier;Papier;0;0;0
PE délivrés;MV afgeleverd;2020;108;Papier (dépôts);Papier (opslagplaat-sen);1;0;1
PE délivrés;MV afgeleverd;2016;133;Ruchers;Bijenkorven;0;0;0
PE délivrés;MV afgeleverd;2020;109;Papier;Papier;1;0;1
PE délivrés;MV afgeleverd;2020;125;Médicaments, produits de beauté;Schoonheidsproducten, medicamenten, geneesmiddelen;1;0;1
PE délivrés;MV afgeleverd;2020;126;Médicaments, produits de beauté;Schoonheidsproducten, medicamenten, geneesmiddelen;1;0;1
PE délivrés;MV afgeleverd;2020;150;Véhicules neufs (dépôts);Nieuwe voertuigen (opslagplaat-sen);0;0;0
PE délivrés;MV afgeleverd;2020;154;Vernis (dépôts);Vernis (opslagplaat-sen);0;0;0
PE délivrés;MV afgeleverd;2020;161;Véhicules hors d'usage, VHU;Afgedankte voertuigen;0;0;0
PE délivrés;MV afgeleverd;2019;162;Antennes;Antennes;36;0;36
PE délivrés;MV afgeleverd;2019;12;Automobiles, carwash, car-wash, voitures, véhicules;Automobielen, carwash, voertuigen;3;2;1
PE délivrés;MV afgeleverd;2019;122;Produits d'origine végétale (dépôts de);Producten van plantaardige oorsprong (opslagplaat);2;0;2
PE délivrés;MV afgeleverd;2021;62;Pompage d’essai, puits;Pompproef, proefpomping, put;2;0;2
PE délivrés;MV afgeleverd;2021;123;Produits minéraux;Minerale producten;2;1;1
PE délivrés;MV afgeleverd;2021;44;Tri, préparation en vue du réemploi de déchets;Sorteren, voorbereiden met het oog op hergebruik van afvalstoffen;0;0;0
PE délivrés;MV afgeleverd;2021;62;Forage, puits, captage, réinjection;Grondwaterbemaling, boringen, oppompen, put;0;0;0
PE délivrés;MV afgeleverd;2020;142;Textile, tissus, vêtements,;Textiel, stoffen, kleren;3;0;3
PE délivrés;MV afgeleverd;2020;19;Bois (dépôts);Hout (opslagplaat-sen);2;0;2
PE délivrés;MV afgeleverd;2020;94;Plastic;Plastiek;0;0;0
PE délivrés;MV afgeleverd;2019;3;Accumulateurs électriques;Elektrische accumulatoren;33;2;31
PE délivrés;MV afgeleverd;2019;90;Magasins;Winkels;7;1;6
PE délivrés;MV afgeleverd;2019;105;Nettoyage à sec;Droogkuis;3;0;3
PE délivrés;MV afgeleverd;2019;123;Produits minéraux (dépôts à ciel ouvert);Minerale producten (openluchtop-slagplaatsen);3;1;2
PE délivrés;MV afgeleverd;2019;91;Marbre;Marmer;1;0;1
PE délivrés;MV afgeleverd;2019;155;Vernis, laques, peintures, colles, pigments et émaux, émaille;Vernis, lak, verf, lijmen, pigmenten en emaille;1;0;1
PE délivrés;MV afgeleverd;2019;62;Forage, captage, pompage, puits;Grondwaterbemaling, boringen, oppompen, put;0;0;0
PE délivrés;MV afgeleverd;2019;134;Produits d'origine végétale (dépôts de);Produkten van plantaardige oorsprong (opslagplaats voor);0;0;0
PE délivrés;MV afgeleverd;2018;148;Transformateurs statiques;Statische transformatoren;100;23;77
PE délivrés;MV afgeleverd;2018;74;Gaz (récipients mobiles);Gas (verplaatsbare recipiënten);23;3;20
PE délivrés;MV afgeleverd;2018;53;Dépôts (général);Opslagplaatsen (algemeen);19;6;13
PE délivrés;MV afgeleverd;2018;13;Automobiles (réparation);Auto's (herstellingen);16;4;12
PE délivrés;MV afgeleverd;2018;106;Os, déchets d'origine animale (dépôts);Beenderen, afvalstoffen van dierlijke oorsprong  (opslagplaatsen);7;3;4
PE délivrés;MV afgeleverd;2018;14;Piscines;Zwembaden;0;0;0
PE délivrés;MV afgeleverd;2018;22;Boues, terres excavées (traitement);Slib, uitgegraven grond (verwerking);0;0;0
PE délivrés;MV afgeleverd;2018;38;Combustibles solides (dépôts);Vaste brandstoffen (opslagplaat-sen);0;0;0
PE délivrés;MV afgeleverd;2018;44;Tri, préparation en vue du réemploi de déchets;Sorteren, voorbereiden met het oog op hergebruik van afvalstoffen;0;0;0
PE délivrés;MV afgeleverd;2018;88;Combustibles, diesel, mazout,;Brandstoffen, mazout, diesel;0;0;0
PE délivrés;MV afgeleverd;2018;94;Plastic;Plastiek;0;0;0
PE délivrés;MV afgeleverd;2018;147;Café;Koffiebranderij;0;0;0
